Trade at 2018-04-19 23:30:00 with price 8252.03 and signal 1, total assets : 0.12118230302119598, trade_pnl : 0, net_pnl : 0
Trade at 2021-08-14 04:30:00 with price 47673.33 and signal -1, total assets : -0.02097608872717723, trade_pnl : 0, net_pnl : -939.2643616532185
Trade at 2021-08-14 05:30:00 with price 47762.89 and signal 1, total assets : 0, trade_pnl : -1.8786185064059282, net_pnl : -941.1429801596245
Trade at 2021-08-14 06:00:00 with price 47631.85 and signal 1, total assets : 0.0209943556674788, trade_pnl : 0, net_pnl : -941.1429801596245
Trade at 2021-08-14 07:00:00 with price 47557.16 and signal -1, total assets : 0, trade_pnl : -1.568068424803755, net_pnl : -942.7110485844282
Trade at 2021-08-14 07:30:00 with price 47510.49 and signal -1, total assets : -0.021047983298004294, trade_pnl : 0, net_pnl : -942.7110485844282
Trade at 2021-08-14 09:30:00 with price 47586.35 and signal 1, total assets : 0, trade_pnl : -1.5967000129866165, net_pnl : -944.3077485974148
Trade at 2021-08-14 10:00:00 with price 47456.66 and signal 1, total assets : 0.021071857985791666, trade_pnl : 0, net_pnl : -944.3077485974148
Trade at 2021-08-14 10:30:00 with price 47519.35 and signal -1, total assets : 0, trade_pnl : 1.3209947771291581, net_pnl : -942.9867538202857
Trade at 2021-08-14 11:00:00 with price 47524.06 and signal 1, total assets : 0.021041973265752127, trade_pnl : 0, net_pnl : -942.9867538202857
Trade at 2021-08-14 14:00:00 with price 47595.92 and signal -1, total assets : 0, trade_pnl : 1.5120761988769118, net_pnl : -941.4746776214088
Trade at 2021-08-14 14:30:00 with price 47761.48 and signal 1, total assets : 0.020937374637469357, trade_pnl : 0, net_pnl : -941.4746776214088
Trade at 2021-08-14 15:30:00 with price 46820.48 and signal -1, total assets : 0, trade_pnl : -19.702069533858662, net_pnl : -961.1767471552674
Trade at 2021-08-14 16:00:00 with price 46308.15 and signal -1, total assets : -0.02159447095165754, trade_pnl : 0, net_pnl : -961.1767471552674
Trade at 2021-08-14 19:00:00 with price 46502.0 and signal 1, total assets : 0, trade_pnl : -4.18608819397889, net_pnl : -965.3628353492463
Trade at 2021-08-14 19:30:00 with price 46780.41 and signal -1, total assets : -0.021376469338340556, trade_pnl : 0, net_pnl : -965.3628353492463
Trade at 2021-08-14 20:00:00 with price 46900.0 and signal 1, total assets : 0, trade_pnl : -2.5564119681720285, net_pnl : -967.9192473174184
Trade at 2021-08-14 20:30:00 with price 46789.98 and signal 1, total assets : 0.021372097188329636, trade_pnl : 0, net_pnl : -967.9192473174184
Trade at 2021-08-14 22:30:00 with price 46765.0 and signal -1, total assets : 0, trade_pnl : -0.5338749877645341, net_pnl : -968.4531223051829
Trade at 2021-08-14 23:00:00 with price 46775.87 and signal -1, total assets : -0.021378544108319096, trade_pnl : 0, net_pnl : -968.4531223051829
Trade at 2021-08-15 01:30:00 with price 46431.98 and signal 1, total assets : 0, trade_pnl : 7.351867533409859, net_pnl : -961.101254771773
Trade at 2021-08-15 02:00:00 with price 46620.55 and signal -1, total assets : -0.02144976839612574, trade_pnl : 0, net_pnl : -961.101254771773
Trade at 2021-08-15 03:00:00 with price 47017.45 and signal 1, total assets : 0, trade_pnl : -8.513413076422125, net_pnl : -969.6146678481952
Trade at 2021-08-15 03:30:00 with price 47076.7 and signal -1, total assets : -0.021241930721567145, trade_pnl : 0, net_pnl : -969.6146678481952
Trade at 2021-08-15 04:00:00 with price 46848.82 and signal 1, total assets : 0, trade_pnl : 4.840611172830677, net_pnl : -964.7740566753645
Trade at 2021-08-15 04:30:00 with price 47120.0 and signal 1, total assets : 0.021222410865874362, trade_pnl : 0, net_pnl : -964.7740566753645
Trade at 2021-08-15 06:00:00 with price 47195.9 and signal -1, total assets : 0, trade_pnl : 1.610780984719895, net_pnl : -963.1632756906446
Trade at 2021-08-15 06:30:00 with price 47252.34 and signal 1, total assets : 0.021162973092972753, trade_pnl : 0, net_pnl : -963.1632756906446
Trade at 2021-08-15 08:30:00 with price 47157.83 and signal -1, total assets : 0, trade_pnl : -2.0001125870167016, net_pnl : -965.1633882776613
Trade at 2021-08-15 09:00:00 with price 46874.81 and signal -1, total assets : -0.021333419804794942, trade_pnl : 0, net_pnl : -965.1633882776613
Trade at 2021-08-15 15:30:00 with price 45996.32 and signal 1, total assets : 0, trade_pnl : 18.74119596431433, net_pnl : -946.422192313347
Trade at 2021-08-15 16:00:00 with price 45929.98 and signal 1, total assets : 0.02177227161866824, trade_pnl : 0, net_pnl : -946.422192313347
Trade at 2021-08-15 17:30:00 with price 45886.81 and signal -1, total assets : 0, trade_pnl : -0.9399089657780451, net_pnl : -947.362101279125
Trade at 2021-08-15 18:00:00 with price 45808.0 and signal -1, total assets : -0.021830247991617185, trade_pnl : 0, net_pnl : -947.362101279125
Trade at 2021-08-15 19:30:00 with price 46328.53 and signal 1, total assets : 0, trade_pnl : -11.363298987076519, net_pnl : -958.7254002662015
Trade at 2021-08-15 20:00:00 with price 45862.84 and signal 1, total assets : 0.021804144706258924, trade_pnl : 0, net_pnl : -958.7254002662015
Trade at 2021-08-15 20:30:00 with price 45934.37 and signal -1, total assets : 0, trade_pnl : 1.5596504708387329, net_pnl : -957.1657497953628
Trade at 2021-08-15 21:00:00 with price 46167.9 and signal -1, total assets : -0.02166007117499388, trade_pnl : 0, net_pnl : -957.1657497953628
Trade at 2021-08-15 21:30:00 with price 46126.47 and signal 1, total assets : 0, trade_pnl : 0.8973767487800615, net_pnl : -956.2683730465827
Trade at 2021-08-15 22:00:00 with price 45890.47 and signal -1, total assets : -0.02179101674051279, trade_pnl : 0, net_pnl : -956.2683730465827
Trade at 2021-08-15 22:30:00 with price 45901.05 and signal 1, total assets : 0, trade_pnl : -0.23054895711470635, net_pnl : -956.4989220036974
Trade at 2021-08-15 23:00:00 with price 45973.9 and signal -1, total assets : -0.02175147203086969, trade_pnl : 0, net_pnl : -956.4989220036974
Trade at 2021-08-16 00:30:00 with price 46225.2 and signal 1, total assets : 0, trade_pnl : -5.466144921357568, net_pnl : -961.965066925055
Trade at 2021-08-16 01:00:00 with price 46341.8 and signal 1, total assets : 0.021578790638257468, trade_pnl : 0, net_pnl : -961.965066925055
Trade at 2021-08-16 09:30:00 with price 47421.04 and signal -1, total assets : 0, trade_pnl : 23.288694008432913, net_pnl : -938.6763729166221
Trade at 2021-08-16 10:00:00 with price 47396.06 and signal -1, total assets : -0.021098800195628077, trade_pnl : 0, net_pnl : -938.6763729166221
Trade at 2021-08-16 11:30:00 with price 47200.0 and signal 1, total assets : 0, trade_pnl : 4.136630766354756, net_pnl : -934.5397421502673
Trade at 2021-08-16 12:00:00 with price 47344.74 and signal -1, total assets : -0.021121670538268876, trade_pnl : 0, net_pnl : -934.5397421502673
Trade at 2021-08-16 14:00:00 with price 47131.01 and signal 1, total assets : 0, trade_pnl : 4.514334644144128, net_pnl : -930.0254075061232
Trade at 2021-08-16 14:30:00 with price 47085.43 and signal -1, total assets : -0.021237992304625867, trade_pnl : 0, net_pnl : -930.0254075061232
Trade at 2021-08-16 16:00:00 with price 47421.57 and signal 1, total assets : 0, trade_pnl : -7.138938733276859, net_pnl : -937.1643462394001
Trade at 2021-08-16 16:30:00 with price 47507.29 and signal 1, total assets : 0.02104940104981783, trade_pnl : 0, net_pnl : -937.1643462394001
Trade at 2021-08-16 18:30:00 with price 47086.1 and signal -1, total assets : 0, trade_pnl : -8.86579722817271, net_pnl : -946.0301434675728
Trade at 2021-08-16 19:00:00 with price 46440.28 and signal -1, total assets : -0.0215330312392604, trade_pnl : 0, net_pnl : -946.0301434675728
Trade at 2021-08-16 22:30:00 with price 46254.06 and signal 1, total assets : 0, trade_pnl : 4.009881077375098, net_pnl : -942.0202623901977
Trade at 2021-08-16 23:00:00 with price 46473.51 and signal 1, total assets : 0.021517634454552712, trade_pnl : 0, net_pnl : -942.0202623901977
Trade at 2021-08-17 01:00:00 with price 46092.99 and signal -1, total assets : 0, trade_pnl : -8.18789026264642, net_pnl : -950.2081526528441
Trade at 2021-08-17 01:30:00 with price 45769.35 and signal -1, total assets : -0.02184868257906219, trade_pnl : 0, net_pnl : -950.2081526528441
Trade at 2021-08-17 04:00:00 with price 46121.11 and signal 1, total assets : 0, trade_pnl : -7.6854925840109445, net_pnl : -957.893645236855
Trade at 2021-08-17 04:30:00 with price 45909.29 and signal 1, total assets : 0.021782083756904103, trade_pnl : 0, net_pnl : -957.893645236855
Trade at 2021-08-17 05:00:00 with price 45901.29 and signal -1, total assets : 0, trade_pnl : -0.17425667005522882, net_pnl : -958.0679019069103
Trade at 2021-08-17 05:30:00 with price 45556.1 and signal -1, total assets : -0.021950957171487463, trade_pnl : 0, net_pnl : -958.0679019069103
Trade at 2021-08-17 07:00:00 with price 46285.46 and signal 1, total assets : 0, trade_pnl : -16.010150122596087, net_pnl : -974.0780520295064
Trade at 2021-08-17 07:30:00 with price 46181.66 and signal 1, total assets : 0.02165361747498899, trade_pnl : 0, net_pnl : -974.0780520295064
Trade at 2021-08-17 10:30:00 with price 46409.13 and signal -1, total assets : 0, trade_pnl : 4.925548367035731, net_pnl : -969.1525036624706
Trade at 2021-08-17 11:00:00 with price 46041.81 and signal -1, total assets : -0.021719389398461963, trade_pnl : 0, net_pnl : -969.1525036624706
Trade at 2021-08-17 14:00:00 with price 46188.0 and signal 1, total assets : 0, trade_pnl : -3.175157536161123, net_pnl : -972.3276611986317
Trade at 2021-08-17 14:30:00 with price 46505.38 and signal 1, total assets : 0.021502888483009925, trade_pnl : 0, net_pnl : -972.3276611986317
Trade at 2021-08-17 17:30:00 with price 47013.08 and signal -1, total assets : 0, trade_pnl : 10.917016482824238, net_pnl : -961.4106447158075
Trade at 2021-08-17 18:00:00 with price 46655.24 and signal 1, total assets : 0.021433819652412034, trade_pnl : 0, net_pnl : -961.4106447158075
Trade at 2021-08-17 19:00:00 with price 46373.51 and signal -1, total assets : 0, trade_pnl : -6.03855001067393, net_pnl : -967.4491947264814
Trade at 2021-08-17 19:30:00 with price 45916.05 and signal -1, total assets : -0.02177887688509791, trade_pnl : 0, net_pnl : -967.4491947264814
Trade at 2021-08-17 23:30:00 with price 46061.75 and signal 1, total assets : 0, trade_pnl : -3.173182362158741, net_pnl : -970.6223770886402
Trade at 2021-08-18 00:00:00 with price 45760.53 and signal 1, total assets : 0.02185289374926383, trade_pnl : 0, net_pnl : -970.6223770886402
Trade at 2021-08-18 01:00:00 with price 45465.01 and signal -1, total assets : 0, trade_pnl : -6.457967160782459, net_pnl : -977.0803442494226
Trade at 2021-08-18 01:30:00 with price 44729.03 and signal -1, total assets : -0.022356845207687267, trade_pnl : 0, net_pnl : -977.0803442494226
Trade at 2021-08-18 06:00:00 with price 44820.0 and signal 1, total assets : 0, trade_pnl : -2.0338022085433067, net_pnl : -979.114146457966
Trade at 2021-08-18 06:30:00 with price 44672.96 and signal -1, total assets : -0.022384905768500676, trade_pnl : 0, net_pnl : -979.114146457966
Trade at 2021-08-18 07:30:00 with price 44960.64 and signal 1, total assets : 0, trade_pnl : -6.439689691482272, net_pnl : -985.5538361494482
Trade at 2021-08-18 08:00:00 with price 44940.01 and signal 1, total assets : 0.0222518864593043, trade_pnl : 0, net_pnl : -985.5538361494482
Trade at 2021-08-18 09:00:00 with price 45055.78 and signal -1, total assets : 0, trade_pnl : 2.5761008953935516, net_pnl : -982.9777352540547
Trade at 2021-08-18 09:30:00 with price 45010.0 and signal -1, total assets : -0.02221728504776716, trade_pnl : 0, net_pnl : -982.9777352540547
Trade at 2021-08-18 10:30:00 with price 45265.37 and signal 1, total assets : 0, trade_pnl : -5.6736280826482925, net_pnl : -988.651363336703
Trade at 2021-08-18 11:00:00 with price 45440.0 and signal 1, total assets : 0.022007042253521125, trade_pnl : 0, net_pnl : -988.651363336703
Trade at 2021-08-18 13:00:00 with price 44951.32 and signal -1, total assets : 0, trade_pnl : -10.754401408450804, net_pnl : -999.4057647451538
Trade at 2021-08-18 13:30:00 with price 44948.26 and signal -1, total assets : -0.022247802250854647, trade_pnl : 0, net_pnl : -999.4057647451538
Trade at 2021-08-18 15:00:00 with price 45373.42 and signal 1, total assets : 0, trade_pnl : -9.458875604973173, net_pnl : -1008.8646403501269
Trade at 2021-08-18 15:30:00 with price 45154.21 and signal 1, total assets : 0.0221463292127135, trade_pnl : 0, net_pnl : -1008.8646403501269
Trade at 2021-08-18 16:30:00 with price 45032.25 and signal -1, total assets : 0, trade_pnl : -2.700966310782519, net_pnl : -1011.5656066609095
Trade at 2021-08-18 17:00:00 with price 44746.59 and signal -1, total assets : -0.022348071663114442, trade_pnl : 0, net_pnl : -1011.5656066609095
Trade at 2021-08-18 19:00:00 with price 45250.0 and signal 1, total assets : 0, trade_pnl : -11.250242755928525, net_pnl : -1022.815849416838
Trade at 2021-08-18 19:30:00 with price 45325.54 and signal 1, total assets : 0.02206261635272299, trade_pnl : 0, net_pnl : -1022.815849416838
Trade at 2021-08-18 21:00:00 with price 45820.0 and signal -1, total assets : 0, trade_pnl : 10.909081281767385, net_pnl : -1011.9067681350706
Trade at 2021-08-18 21:30:00 with price 45694.68 and signal 1, total assets : 0.021884385665902464, trade_pnl : 0, net_pnl : -1011.9067681350706
Trade at 2021-08-18 23:30:00 with price 45621.06 and signal -1, total assets : 0, trade_pnl : -1.611128472723749, net_pnl : -1013.5178966077943
Trade at 2021-08-19 00:00:00 with price 45401.4 and signal -1, total assets : -0.022025752509834497, trade_pnl : 0, net_pnl : -1013.5178966077943
Trade at 2021-08-19 04:00:00 with price 44862.13 and signal 1, total assets : 0, trade_pnl : 11.87782755597857, net_pnl : -1001.6400690518158
Trade at 2021-08-19 04:30:00 with price 45073.46 and signal 1, total assets : 0.02218600480193888, trade_pnl : 0, net_pnl : -1001.6400690518158
Trade at 2021-08-19 06:00:00 with price 45042.66 and signal -1, total assets : 0, trade_pnl : -0.6833289478996676, net_pnl : -1002.3233979997154
Trade at 2021-08-19 06:30:00 with price 45097.85 and signal 1, total assets : 0.022174006077895065, trade_pnl : 0, net_pnl : -1002.3233979997154
Trade at 2021-08-19 08:00:00 with price 44590.84 and signal -1, total assets : 0, trade_pnl : -11.242442821553709, net_pnl : -1013.5658408212691
Trade at 2021-08-19 08:30:00 with price 44138.3 and signal -1, total assets : -0.02265606060949334, trade_pnl : 0, net_pnl : -1013.5658408212691
Trade at 2021-08-19 11:00:00 with price 44403.35 and signal 1, total assets : 0, trade_pnl : -6.004988864546021, net_pnl : -1019.5708296858152
Trade at 2021-08-19 11:30:00 with price 44345.24 and signal 1, total assets : 0.022550334601864824, trade_pnl : 0, net_pnl : -1019.5708296858152
Trade at 2021-08-19 13:00:00 with price 44660.01 and signal -1, total assets : 0, trade_pnl : 7.098168822629077, net_pnl : -1012.4726608631861
Trade at 2021-08-19 13:30:00 with price 44726.92 and signal 1, total assets : 0.022357899895633325, trade_pnl : 0, net_pnl : -1012.4726608631861
Trade at 2021-08-19 16:00:00 with price 44360.01 and signal -1, total assets : 0, trade_pnl : -8.20333705070675, net_pnl : -1020.6759979138928
Trade at 2021-08-19 16:30:00 with price 44365.31 and signal -1, total assets : -0.02254013327079198, trade_pnl : 0, net_pnl : -1020.6759979138928
Trade at 2021-08-19 18:30:00 with price 44456.51 and signal 1, total assets : 0, trade_pnl : -2.055660154296447, net_pnl : -1022.7316580681893
Trade at 2021-08-19 19:00:00 with price 44982.88 and signal 1, total assets : 0.022230679760833455, trade_pnl : 0, net_pnl : -1022.7316580681893
Trade at 2021-08-19 23:30:00 with price 46365.0 and signal -1, total assets : 0, trade_pnl : 30.725467111043145, net_pnl : -992.0061909571461
Trade at 2021-08-20 00:00:00 with price 46562.83 and signal 1, total assets : 0.02147635785883289, trade_pnl : 0, net_pnl : -992.0061909571461
Trade at 2021-08-20 03:00:00 with price 46606.99 and signal -1, total assets : 0, trade_pnl : 0.9483959630459822, net_pnl : -991.0577949941002
Trade at 2021-08-20 03:30:00 with price 46543.79 and signal -1, total assets : -0.02148514334565363, trade_pnl : 0, net_pnl : -991.0577949941002
Trade at 2021-08-20 04:00:00 with price 46804.84 and signal 1, total assets : 0, trade_pnl : -5.608696670382756, net_pnl : -996.6664916644829
Trade at 2021-08-20 04:30:00 with price 46579.99 and signal 1, total assets : 0.021468446000095752, trade_pnl : 0, net_pnl : -996.6664916644829
Trade at 2021-08-20 08:00:00 with price 47151.65 and signal -1, total assets : 0, trade_pnl : 12.272651840414937, net_pnl : -984.393839824068
Trade at 2021-08-20 08:30:00 with price 46981.17 and signal 1, total assets : 0.02128512338028193, trade_pnl : 0, net_pnl : -984.393839824068
Trade at 2021-08-20 09:00:00 with price 47054.74 and signal -1, total assets : 0, trade_pnl : 1.5659465270873625, net_pnl : -982.8278932969806
Trade at 2021-08-20 09:30:00 with price 47064.03 and signal -1, total assets : -0.021247649213210176, trade_pnl : 0, net_pnl : -982.8278932969806
Trade at 2021-08-20 11:00:00 with price 47163.29 and signal 1, total assets : 0, trade_pnl : -2.109041660903358, net_pnl : -984.936934957884
Trade at 2021-08-20 11:30:00 with price 47160.35 and signal 1, total assets : 0.021204253149096648, trade_pnl : 0, net_pnl : -984.936934957884
Trade at 2021-08-20 13:30:00 with price 46909.63 and signal -1, total assets : 0, trade_pnl : -5.316330349541431, net_pnl : -990.2532653074254
Trade at 2021-08-20 14:00:00 with price 46916.8 and signal -1, total assets : -0.021314326637792858, trade_pnl : 0, net_pnl : -990.2532653074254
Trade at 2021-08-20 15:00:00 with price 47209.33 and signal 1, total assets : 0, trade_pnl : -6.235079971353571, net_pnl : -996.488345278779
Trade at 2021-08-20 15:30:00 with price 47230.5 and signal 1, total assets : 0.02117275912810578, trade_pnl : 0, net_pnl : -996.488345278779
Trade at 2021-08-20 17:30:00 with price 47113.37 and signal -1, total assets : 0, trade_pnl : -2.4799652766749887, net_pnl : -998.968310555454
Trade at 2021-08-20 18:00:00 with price 47164.32 and signal -1, total assets : -0.021202468306550374, trade_pnl : 0, net_pnl : -998.968310555454
Trade at 2021-08-20 19:00:00 with price 47788.79 and signal 1, total assets : 0, trade_pnl : -13.240305383391501, net_pnl : -1012.2086159388455
Trade at 2021-08-20 19:30:00 with price 47961.39 and signal 1, total assets : 0.020850104636250116, trade_pnl : 0, net_pnl : -1012.2086159388455
Trade at 2021-08-20 23:30:00 with price 48511.0 and signal -1, total assets : 0, trade_pnl : 11.459426009129402, net_pnl : -1000.7491899297161
Trade at 2021-08-21 00:00:00 with price 48458.0 and signal -1, total assets : -0.02063642742168476, trade_pnl : 0, net_pnl : -1000.7491899297161
Trade at 2021-08-21 01:30:00 with price 48798.54 and signal 1, total assets : 0, trade_pnl : -7.027528994180557, net_pnl : -1007.7767189238966
Trade at 2021-08-21 02:00:00 with price 48640.98 and signal 1, total assets : 0.02055879630714677, trade_pnl : 0, net_pnl : -1007.7767189238966
Trade at 2021-08-21 06:00:00 with price 48878.24 and signal -1, total assets : 0, trade_pnl : 4.877780011833579, net_pnl : -1002.898938912063
Trade at 2021-08-21 06:30:00 with price 48860.76 and signal -1, total assets : -0.020466321031437088, trade_pnl : 0, net_pnl : -1002.898938912063
Trade at 2021-08-21 08:00:00 with price 48841.77 and signal 1, total assets : 0, trade_pnl : 0.38865543638701183, net_pnl : -1002.510283475676
Trade at 2021-08-21 08:30:00 with price 48814.53 and signal -1, total assets : -0.020485703744356445, trade_pnl : 0, net_pnl : -1002.510283475676
Trade at 2021-08-21 11:00:00 with price 48836.76 and signal 1, total assets : 0, trade_pnl : -0.45539719423709357, net_pnl : -1002.9656806699131
Trade at 2021-08-21 11:30:00 with price 48797.51 and signal 1, total assets : 0.020492848917905853, trade_pnl : 0, net_pnl : -1002.9656806699131
Trade at 2021-08-21 13:00:00 with price 48944.23 and signal -1, total assets : 0, trade_pnl : 3.006710793235243, net_pnl : -999.9589698766779
Trade at 2021-08-21 13:30:00 with price 48877.28 and signal 1, total assets : 0.020459403632935386, trade_pnl : 0, net_pnl : -999.9589698766779
Trade at 2021-08-21 15:00:00 with price 48798.67 and signal -1, total assets : 0, trade_pnl : -1.6083137195849986, net_pnl : -1001.5672835962629
Trade at 2021-08-21 15:30:00 with price 48863.09 and signal -1, total assets : -0.020465345110184396, trade_pnl : 0, net_pnl : -1001.5672835962629
Trade at 2021-08-21 16:30:00 with price 48333.9 and signal 1, total assets : 0, trade_pnl : 10.830055978858354, net_pnl : -990.7372276174045
Trade at 2021-08-21 17:00:00 with price 48501.87 and signal -1, total assets : -0.020617761748155276, trade_pnl : 0, net_pnl : -990.7372276174045
Trade at 2021-08-21 19:00:00 with price 49120.62 and signal 1, total assets : 0, trade_pnl : -12.757240081671057, net_pnl : -1003.4944676990756
Trade at 2021-08-21 19:30:00 with price 49020.0 and signal 1, total assets : 0.02039983680130559, trade_pnl : 0, net_pnl : -1003.4944676990756
Trade at 2021-08-21 20:30:00 with price 49097.91 and signal -1, total assets : 0, trade_pnl : 1.589351285189764, net_pnl : -1001.9051164138858
Trade at 2021-08-21 21:00:00 with price 49180.98 and signal -1, total assets : -0.020333063716908444, trade_pnl : 0, net_pnl : -1001.9051164138858
Trade at 2021-08-21 21:30:00 with price 49574.04 and signal 1, total assets : 0, trade_pnl : -7.992114024567854, net_pnl : -1009.8972304384537
Trade at 2021-08-21 22:00:00 with price 49480.11 and signal 1, total assets : 0.02021014100413277, trade_pnl : 0, net_pnl : -1009.8972304384537
Trade at 2021-08-22 00:00:00 with price 49457.59 and signal -1, total assets : 0, trade_pnl : -0.45513237541319995, net_pnl : -1010.3523628138669
Trade at 2021-08-22 00:30:00 with price 49129.11 and signal -1, total assets : -0.020354531152711703, trade_pnl : 0, net_pnl : -1010.3523628138669
Trade at 2021-08-22 03:30:00 with price 49295.64 and signal 1, total assets : 0, trade_pnl : -3.3896400728610843, net_pnl : -1013.742002886728
Trade at 2021-08-22 04:00:00 with price 49336.35 and signal 1, total assets : 0.020269030846424594, trade_pnl : 0, net_pnl : -1013.742002886728
Trade at 2021-08-22 05:30:00 with price 48900.0 and signal -1, total assets : 0, trade_pnl : -8.844391609837317, net_pnl : -1022.5863944965653
Trade at 2021-08-22 06:00:00 with price 48963.69 and signal -1, total assets : -0.02042329734544108, trade_pnl : 0, net_pnl : -1022.5863944965653
Trade at 2021-08-22 07:30:00 with price 48875.26 and signal 1, total assets : 0, trade_pnl : 1.8060321842574467, net_pnl : -1020.7803623123078
Trade at 2021-08-22 08:00:00 with price 48836.96 and signal -1, total assets : -0.020476295002801157, trade_pnl : 0, net_pnl : -1020.7803623123078
Trade at 2021-08-22 10:30:00 with price 49002.39 and signal 1, total assets : 0, trade_pnl : -3.3873934823134277, net_pnl : -1024.1677557946214
Trade at 2021-08-22 11:00:00 with price 49129.76 and signal 1, total assets : 0.020354261856764616, trade_pnl : 0, net_pnl : -1024.1677557946214
Trade at 2021-08-22 12:30:00 with price 49223.12 and signal -1, total assets : 0, trade_pnl : 1.9002738869476161, net_pnl : -1022.2674819076738
Trade at 2021-08-22 13:00:00 with price 49195.01 and signal 1, total assets : 0.020327264899427808, trade_pnl : 0, net_pnl : -1022.2674819076738
Trade at 2021-08-22 14:00:00 with price 49005.66 and signal -1, total assets : 0, trade_pnl : -3.84896760870663, net_pnl : -1026.1164495163803
Trade at 2021-08-22 14:30:00 with price 49137.88 and signal -1, total assets : -0.020350898329354057, trade_pnl : 0, net_pnl : -1026.1164495163803
Trade at 2021-08-22 16:00:00 with price 49115.05 and signal 1, total assets : 0, trade_pnl : 0.4646110088589239, net_pnl : -1025.6518385075215
Trade at 2021-08-22 16:30:00 with price 49159.53 and signal 1, total assets : 0.02034193573453611, trade_pnl : 0, net_pnl : -1025.6518385075215
Trade at 2021-08-22 17:30:00 with price 48961.71 and signal -1, total assets : 0, trade_pnl : -4.024041727005965, net_pnl : -1029.6758802345275
Trade at 2021-08-22 18:00:00 with price 48861.55 and signal -1, total assets : -0.02046599012925296, trade_pnl : 0, net_pnl : -1029.6758802345275
Trade at 2021-08-22 22:30:00 with price 48598.16 and signal 1, total assets : 0, trade_pnl : 5.39053714014392, net_pnl : -1024.2853430943837
Trade at 2021-08-22 23:00:00 with price 48677.28 and signal 1, total assets : 0.020543465041596407, trade_pnl : 0, net_pnl : -1024.2853430943837
Trade at 2021-08-23 00:00:00 with price 48373.53 and signal -1, total assets : 0, trade_pnl : -6.240077506384978, net_pnl : -1030.5254206007687
Trade at 2021-08-23 00:30:00 with price 48645.25 and signal -1, total assets : -0.02055699168983611, trade_pnl : 0, net_pnl : -1030.5254206007687
Trade at 2021-08-23 01:00:00 with price 48647.85 and signal 1, total assets : 0, trade_pnl : -0.05344817839352345, net_pnl : -1030.5788687791623
Trade at 2021-08-23 01:30:00 with price 48379.06 and signal -1, total assets : -0.02067009983244817, trade_pnl : 0, net_pnl : -1030.5788687791623
Trade at 2021-08-23 02:00:00 with price 48378.96 and signal 1, total assets : 0, trade_pnl : 0.002067009983306889, net_pnl : -1030.576801769179
Trade at 2021-08-23 02:30:00 with price 48362.18 and signal -1, total assets : -0.020677314380782668, trade_pnl : 0, net_pnl : -1030.576801769179
Trade at 2021-08-23 04:00:00 with price 49250.14 and signal 1, total assets : 0, trade_pnl : -18.36062807755968, net_pnl : -1048.9374298467387
Trade at 2021-08-23 04:30:00 with price 49393.97 and signal 1, total assets : 0.02024538622831896, trade_pnl : 0, net_pnl : -1048.9374298467387
Trade at 2021-08-23 11:30:00 with price 49979.98 and signal -1, total assets : 0, trade_pnl : 11.863998783657166, net_pnl : -1037.0734310630814
Trade at 2021-08-23 12:00:00 with price 50145.59 and signal -1, total assets : -0.019941933079259812, trade_pnl : 0, net_pnl : -1037.0734310630814
Trade at 2021-08-23 14:00:00 with price 50259.66 and signal 1, total assets : 0, trade_pnl : -2.2747763063513275, net_pnl : -1039.3482073694327
Trade at 2021-08-23 14:30:00 with price 50322.79 and signal 1, total assets : 0.01987171220037681, trade_pnl : 0, net_pnl : -1039.3482073694327
Trade at 2021-08-23 16:30:00 with price 50211.04 and signal -1, total assets : 0, trade_pnl : -2.2206638383920563, net_pnl : -1041.5688712078247
Trade at 2021-08-23 17:00:00 with price 50394.85 and signal -1, total assets : -0.019843297479802003, trade_pnl : 0, net_pnl : -1041.5688712078247
Trade at 2021-08-23 17:30:00 with price 50377.52 and signal 1, total assets : 0, trade_pnl : 0.3438843453250229, net_pnl : -1041.2249868624997
Trade at 2021-08-23 18:00:00 with price 50273.71 and signal 1, total assets : 0.01989111207428296, trade_pnl : 0, net_pnl : -1041.2249868624997
Trade at 2021-08-23 19:00:00 with price 50163.15 and signal -1, total assets : 0, trade_pnl : -2.199161350932627, net_pnl : -1043.4241482134323
Trade at 2021-08-23 19:30:00 with price 50111.0 and signal -1, total assets : -0.019955698349663747, trade_pnl : 0, net_pnl : -1043.4241482134323
Trade at 2021-08-23 22:30:00 with price 49530.17 and signal 1, total assets : 0, trade_pnl : 11.59086827243516, net_pnl : -1031.8332799409973
Trade at 2021-08-23 23:00:00 with price 49413.67 and signal -1, total assets : -0.020237314896869633, trade_pnl : 0, net_pnl : -1031.8332799409973
Trade at 2021-08-24 02:30:00 with price 49414.92 and signal 1, total assets : 0, trade_pnl : -0.025296643621118164, net_pnl : -1031.8585765846183
Trade at 2021-08-24 03:00:00 with price 49559.99 and signal 1, total assets : 0.020177566621785034, trade_pnl : 0, net_pnl : -1031.8585765846183
Trade at 2021-08-24 05:30:00 with price 49493.68 and signal -1, total assets : 0, trade_pnl : -1.337974442690438, net_pnl : -1033.1965510273087
Trade at 2021-08-24 06:00:00 with price 49221.81 and signal -1, total assets : -0.02031619723045536, trade_pnl : 0, net_pnl : -1033.1965510273087
Trade at 2021-08-24 09:00:00 with price 49331.16 and signal 1, total assets : 0, trade_pnl : -2.221576167150374, net_pnl : -1035.418127194459
